Resource ID(s),Unique Identifier,Item Title,Date,Date Type,Digitization Nomination,Checksum Type,Publisher,Subject,Contributor,Description,Rights Statement,Storage Location,Physical Format,Generations,Condition,Asset Type,Channel Configuration Physical,Rights Summary,Language,Channel Configuration Digital,Preservation Sample Rate,Preservation Bit Depth,Digitization Grant,Duration Physical,Written notes on casing,Removal Nomination,Related Item IDs,Ancillary Materials,Program Name,Digital QC notes,Preservation Filename,Preservation File Location,Preservation Filesize,Checksum Value,Digitization Vendor,KBOO episode ID,Proxy Filename,Temporal Coverage,Date Digitized,Duration Digital,Audio Time Start,Spatial Coverage,Identifier2,IdentifierSource2
16471,CD-2420,2011 in review,2012-01-05,unknown,,,,Government/Politics,Michael Ruppert,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16458,CD-2407,CD-2407 title,2012-01-03,unknown,,,,"Economy, Corporations",David Korten,Wall Street or the Common Good,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:57:00,,,,,,,,,,,,,,,,,,,,
16517,CD-2461,wrote TheVegetarianMyth,2012-01-01,unknown,,,,"Health, Food, Women",Lierre Kieth,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:28:00,,,,,,,,,,,,,,,,,,,,
16495,CD-2444,CD-2444 title,2011-12-30,unknown,,,,Health,Neal Barnard,wrote '21-Day Weight Loss Kickstart',"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:57:22,,,,,,,,,,,,,,,,,,,,
16539,CD-2481,review of 2011,2011-12-29,unknown,,,,Government/Politics,Theresa Mitchell,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:30:00,,,,,,,,,,,,,,,,,,,,
16492,CD-2441,Where Have All The Jobs Gone?,2011-12-26,unknown,,,,"Labor, Economy, Global Affairs",James Otto,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16457,CD-2406,on Arab Spring,2011-12-23,unknown,,,,Global Affairs,Rami Khouri,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:57:30,,,,,,,,,,,,,,,,,,,,
16497,CD-2446,wrote story 'Charlie Without Violins',2011-12-22,unknown,,,,Fiction,Olivia Olivia,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:35:25,,,,,,,,,,,,,,,,,,,,
16346,CD-2295,on Farm Bill 2012,2011-12-21,unknown,,,,"Food, Agriculture, Government/Politics",Tom Laskawy,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
16465,CD-2414,CD-2414 title,2011-12-20,unknown,,,,"Global Affairs, Government/Politics",Arundhati Roy,WithTheMaoistsInIndia,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:56:00,,,,,,,,,,,,,,,,,,,,
16459,CD-2408,Oregon's Health System Transformation Team,2011-12-19,unknown,,,,Health,Vern Saboe,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16452,CD-2401,Marvin's visit to Vietnam,2011-12-16,unknown,,,KBOO,"War/Peace, Global Affairs",Marvin Simmons (KBOO),,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16490,CD-2439,winners of the Sledgehammer writing contest,2011-12-15,unknown,,,,Fiction,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16488,CD-2437,wrote Blood&Oil,2011-12-15,unknown,,,,"War/Peace, Economy",Michael Klare,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16455,CD-2404,"fruit trees, winter harvesting",2011-12-14,unknown,,,KBOO,Agriculture,Glen Andresen (KBOO),,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16481,CD-2430,CD-2430 title,2011-12-13,unknown,,,,,Stephen Bezruchka,TowardAHealthySociety,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:56:00,,,,,,,,,,,,,,,,,,,,
16489,CD-2438,wrote'TakeOurChildren' on Occupy Wall Street,2011-12-12,unknown,,,,Government/Politics,Steve Fraser,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16460,CD-2409,A Tribute To Good Health,2011-12-12,unknown,,,,Health,David Meade,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:27:30,,,,,,,,,,,,,,,,,,,,
16468,CD-2417,on the Arab Spring,2011-12-09,unknown,,,,Global Affairs,Nada Alwadi,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16480,CD-2429,LewFrederick on gentrification in Portland,2011-12-07,unknown,,,,"Environment/Climate, Arts/Culture, Economy",Clifford Walker,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:52:11,,,,,,,,,,,,,,,,,,,,
16501,CD-2450,"For Future Generations' tour. John Trudell is a Santee Sioux poet, musician and activist for Native American rights and freedoms. Trudell performs in his traditional spoken word style accompanied by an indigenous traditional drum and song, preindustrial strength rock band - Rand and Roll with an Attitude.",2011-12-05,unknown,,,,"Indigenous, Poetry",John Trudell,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:58:19,,,,,,,,,,,,eps00027,,,,,,,,
16491,CD-2440,wrote op-ed; got fired,2011-12-05,unknown,,,,"Civil Liberties, Media",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
