Resource ID(s),Unique Identifier,Item Title,Date,Date Type,Digitization Nomination,Checksum Type,Publisher,Subject,Contributor,Description,Rights Statement,Storage Location,Physical Format,Generations,Condition,Asset Type,Channel Configuration Physical,Rights Summary,Language,Channel Configuration Digital,Preservation Sample Rate,Preservation Bit Depth,Digitization Grant,Duration Physical,Written notes on casing,Removal Nomination,Related Item IDs,Ancillary Materials,Program Name,Digital QC notes,Preservation Filename,Preservation File Location,Preservation Filesize,Checksum Value,Digitization Vendor,KBOO episode ID,Proxy Filename,Temporal Coverage,Date Digitized,Duration Digital,Audio Time Start,Spatial Coverage,Identifier2,IdentifierSource2
16522,CD-2466,on Pakistan,2008-03-21,unknown,,,,Global Affairs,Saba Ahmed,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15633,CD-1581,Melissa Bragan at Contemporary Crafts Gallery,2008-03-20,unknown,,,,Arts/Culture,Inguna Skuta,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15178,CD-1125,CD-1125 title,2008-03-16,unknown,,,,Energy/Natural Resources,Maude Barlow,wroteBlueCovenant:TheGlobalWaterCrisis,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15177,CD-1124,CD-1124 title,2008-03-15,unknown,,,,War/Peace,George W. Bush,WinterSoldier-truth commission for Iraq,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15289,CD-1236,phytoremediation-plantsThatRemovePollutantsFromSoi,2008-03-12,unknown,,,,Environment/Climate,Leon Kochian,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:20:07,,,,,,,,,,,,,,,,,,,,
15272,CD-1219,animator,2008-03-11,unknown,,,,Arts/Culture,Jim Woodring,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:29:04,,,,,,,,,,,,,,,,,,,,
15261,CD-1208,on national health care,2008-03-10,unknown,,,,Health,Dr. Don McCann,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:31:00,,,,,,,,,,,,,,,,,,,,
15513,CD-1461,"BlaqueButterfly, RoDeezy reading",2008-03-08,unknown,,,,"Poetry, Women",Christine Orbe,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15510,CD-1458,CD-1458 title,2008-03-08,unknown,,,,"Poetry, Women",,anthology of women's poetry,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15303,CD-1250,Int'l Women's Day,2008-03-08,unknown,,,,Women,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:29:18,,,,,,,,,,,,,,,,,,,,
15172,CD-1119,APA Compass-sample show,2008-03-07,unknown,,,,"Global Affairs, History",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
16125,CD-2074,Antonia&BillMoyerOf BackboneCampaign,2008-03-03,unknown,,,,,Brad Vehafric,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15605,CD-1553,unknown title,2008-03-03,unknown,,,,,Malcolm Boyd,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15260,CD-1207,"Iraq, Kosovo and oil",2008-03-01,unknown,,,,"Corporations, War/Peace, Global Affairs",Pepe Escobar,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15271,CD-1218,GlobalRhythm,2008-02-28,unknown,,,,,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:29:01,,,,,,,,,,,,,,,,,,,,
15514,CD-1462,Globalizing Inequality',2008-02-25,unknown,,,,,P. Sainath,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15549,CD-1497,CD-1497 title,2008-02-21,unknown,,,,African American,,Black Panthers,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15263,CD-1210,unknown title,2008-02-21,unknown,,,,Arts/Culture,Arvie Smith,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15113,CD-1060,DIY Portland on education,2008-02-21,unknown,,,KBOO,Education,Julie Sabatier (KBOO),,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:29:12,,,,,,,,,,,,,,,,,,,,
15183,CD-1130,CD-1130 title,2008-02-15,unknown,,,,"Government/Politics, Economy",Angela Davis,TheMeaningOfFreedom,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
16270,CD-2219,nurse on being a healthcare provider,2008-02-11,unknown,,,,Health,Shelley Reese,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15061,CD-1008,CoHo Theatre,2008-02-09,unknown,,,,Arts/Culture,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15060,CD-1007,interview,2008-02-08,unknown,,,,Government/Politics,Dennis Kucinich,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15563,CD-1511,permaculture. Wrote 'Gaia's Garden,2008-02-07,unknown,,,,Agriculture,Toby Hemenway,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15059,CD-1006,interview,2008-02-06,unknown,,,,,Robert Parry,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15393,CD-1341,CD-1341 title,2008-02-04,unknown,,,,,Michael Eric Dyson,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
16305,CD-2254,wroteTooYoungToFeelOld on arthritis,2008-02-03,unknown,,,,"Health, Elders",Richard Blau,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15275,CD-1222,unknown title,2008-02-01,unknown,,,,Fiction,Diedre McNamer,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:48:30,,,,,,,,,,,,,,,,,,,,
15267,CD-1214,on PortlandJazz Festival Underground Players,2008-02-01,unknown,,,,Music,Sean Ongley,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:08:12,,,,,,,,,,,,,,,,,,,,
16386,CD-2335,teaching visually-impaired children,2008-01-31,unknown,,,,"Disability, Youth, Education",James Bickford,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15262,CD-1209,KellyCampbell,2008-01-31,unknown,,,,,Katie Heald,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15130,CD-1077,Portland City Council hearing on Human Relations,2008-01-24,unknown,,,,"Race, Government/Politics",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:26:28,,,,,,,,,,,,,,,,,,,,
15129,CD-1076,on Words&Pictures,2008-01-22,unknown,,,,Arts/Culture,Marjane Satrapi,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:26:04,,,,,,,,,,,,,,,,,,,,
15063,CD-1010,wrote Jezebel,2008-01-22,unknown,,,,Fiction,Hazleton,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15180,CD-1127,CD-1127 title,2008-01-21,unknown,,,,"African American, Police",Jules Boykoff,MartinLutherKing&TheFBI,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15265,CD-1212,MarkWooley&LindaTesner on Beers,2008-01-17,unknown,,,,Arts/Culture,Debra Beers,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15114,CD-1061,DIY History,2008-01-17,unknown,,,KBOO,,Julie Sabatier (KBOO),,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:30:00,,,,,,,,,,,,,,,,,,,,
15066,CD-1013,made film on demise of Music Millennium NW,2008-01-17,unknown,,,,"Music, Film, Economy",Ivy Lin,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:12:12,,,,,,,,,,,,,,,,,,,,
17214,CS-1513,Carole Smith speaks at an education conference in Portland,2008-01-11,unknown,,,,Education,Carole Smith,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15064,CD-1011,interview,2008-01-11,unknown,,,,Government/Politics,Bev Harris,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15571,CD-1519,unknown title,2008-01-10,unknown,,,,Arts/Culture,David Rosenat,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15118,CD-1065,unknown title,2008-01-10,unknown,,,,Prison,Caylor Rolin,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15057,CD-1004,KC Cowen,2008-01-03,unknown,,,,Arts/Culture,Jeff Douglas,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:30:00,,,,,,,,,,,,,,,,,,,,
15384,CD-1332,The Narcotic Farm',2008-01-02,unknown,,,,,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15761,CD-1709,CD-1709 title,2008-01-01,unknown,,,,Global Affairs,Fray Bartolome,DMayatikONZapatistas in Mexico,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15704,CD-1652,CD-1652 title,2008-01-01,unknown,,,,War/Peace,,winter soldier,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15580,CD-1528,unknown title,2008-01-01,unknown,,,,,Barbara Ehrenreich,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15575,CD-1523,40 years of feminism at KBOO,2008-01-01,unknown,,,,"History, Women",,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15560,CD-1508,wrote biog of Gen. Smedley Butler,2008-01-01,unknown,,,,"War/Peace, Government/Politics",Hans Schmidt,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:28:35,,,,,,,,,,,,,,,,,,,,
15481,CD-1429,Secretary of State Debate,2008-01-01,unknown,,,,Government/Politics,,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:30:11,,,,,,,,,,,,,,,,,,,,
15294,CD-1241,sends excess medical supplies to those who need,2008-01-01,unknown,,,,"Health, Economy",Kathleen Hower,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:28:22,,,,,,,,,,,,,,,,,,,,
15292,CD-1239,for dark skies/against light pollution,2008-01-01,unknown,,,,Environment/Climate,Chris Luginbuhl,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:21:06,,,,,,,,,,,,,,,,,,,,
15291,CD-1238,WomensActionToGainEconomicSecurity-women-owned coo,2008-01-01,unknown,,,,"Women, Economy",Hillary Abell,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:23:28,,,,,,,,,,,,,,,,,,,,
15290,CD-1237,grandfamilies-grandparents&grandchildren living to,2008-01-01,unknown,,,,"Elders, Youth",Donna Butz,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:17:31,,,,,,,,,,,,,,,,,,,,
15288,CD-1235,computers in schools,2008-01-01,unknown,,,,"Science/Technology, Youth",David Silvernail,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:19:06,,,,,,,,,,,,,,,,,,,,
15284,CD-1231,interview,2008-01-01,unknown,,,,Food,Michael Pollan,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:36:34,,,,,,,,,,,,,,,,,,,,
15283,CD-1230,CD-1230 title,2008-01-01,unknown,,,,,William Pepper,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15282,CD-1229,CD-1229 title,2008-01-01,unknown,,,,"Energy/Natural Resources, Corporations",Deborah Kaufman,AlanSniton:TheCorporateTakeoverOfWater,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
15280,CD-1227,interview,2008-01-01,unknown,,,,Energy/Natural Resources,Maude Barlow,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
15278,CD-1225,"wrote'Girl', novel of agony of high school",2008-01-01,unknown,,,,"Fiction, Youth",Blake Nelson,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:42:25,,,,,,,,,,,,,,,,,,,,
15277,CD-1224,wrote'TheyKnewTheyWereRight',2008-01-01,unknown,,,,Government/Politics,Jacob Heilbrun,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:28:22,,,,,,,,,,,,,,,,,,,,
15276,CD-1223,wroteBadMoonRising,2008-01-01,unknown,,,,,John Gorenfeld,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:27:34,,,,,,,,,,,,,,,,,,,,
15274,CD-1221,wrote'Heyday',2008-01-01,unknown,,,,Fiction,Kurt Andersen,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:26:33,,,,,,,,,,,,,,,,,,,,
15273,CD-1220,LatinaSoccerTeam InternationalAdoptionPioneers,2008-01-01,unknown,,,,"Sports, Women, Latin@/Hispanic",Miae Kim,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:28:24,,,,,,,,,,,,,,,,,,,,
15270,CD-1217,"KarenMack, wrote'AVersionOfTheTruth'",2008-01-01,unknown,,,,Fiction,Jennifer Kaufman,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,CD,,,,,Saleable,,,,,,00:25:24,,,,,,,,,,,,,,,,,,,,
